¿ù,ÀÏ, 1h , 2h , 3h , 4h , 5h , 6h , 7h , 8h , 9h , 10h , 11h , 12h , 13h , 14h , 15h , 16h , 17h , 18h , 19h , 20h , 21h , 22h , 23h , 24h 
6,23,0,0,0,0,0,0,23.4,39.24,118.92,92.88,74.4,133.8,183.24,169.2,153.36,151.32,88.32,97.44,50.4,0.24,0,0,0,0
6,24,0,0,0,0,0,1.44,93.6,322.68,570.12,825.12,964.44,849.6,987.48,1069.56,1030.32,856.44,651.12,318.36,130.92,9.6,0,0,0,0
6,25,0,0,0,0,0,0.36,30.96,58.68,162.84,358.92,399.6,306.36,230.88,177.48,184.44,153.48,174.48,92.88,20.52,0,0,0,0,0
6,26,0,0,0,0,0,0,78.48,246,335.4,533.52,653.88,1149.72,1163.04,984,998.04,864,522.6,369.48,115.8,14.52,0,0,0,0
6,27,0,0,0,0,0,0,52.2,146.28,218.52,306.24,661.44,917.88,632.4,681.36,576.6,350.88,309.6,239.4,104.28,20.76,0,0,0,0
6,28,0,0,0,0,0,1.92,80.16,201.48,356.28,514.32,579.72,622.56,913.44,756.12,642.48,542.4,359.16,255.6,49.44,0,0,0,0,0
6,29,0,0,0,0,0,0.84,93.24,281.88,545.76,797.64,995.04,1071.6,1119.84,1012.2,1019.76,826.08,350.64,364.08,163.8,22.8,0,0,0,0
6,30,0,0,0,0,0,1.32,76.68,309.6,574.44,840.96,1003.92,979.92,1037.88,885.24,1046.4,856.44,340.08,114.36,48.12,0,0,0,0,0
7,1,0,0,0,0,0,0,40.92,191.88,449.52,704.4,812.04,989.4,877.8,930.96,722.4,494.4,576.48,384.96,144.24,21.24,0,0,0,0
7,2,0,0,0,0,0,0,0,51.72,98.88,239.28,774.12,377.64,434.4,407.64,600.24,741.84,390.6,236.28,100.44,4.68,0,0,0,0
7,3,0,0,0,0,0,0,0,0,0,26.76,39.6,113.16,156.24,299.16,180,196.44,360.48,210.6,36.84,0,0,0,0,0
7,4,0,0,0,0,0,0,40.68,60.96,56.64,160.92,176.16,333.96,176.16,245.88,117.36,55.92,48.72,45.24,1.08,0,0,0,0,0
7,5,0,0,0,0,0,0,0,18.36,21.48,80.4,198.84,174.72,59.04,19.2,461.04,501,219.6,88.32,15.48,0,0,0,0,0
7,6,0,0,0,0,0,0,19.2,99.36,129.6,536.88,537.6,378.24,691.68,608.88,198.24,426.6,280.08,259.32,72.48,14.4,0,0,0,0
7,7,0,0,0,0,0,0,0,85.8,343.92,249.72,33.6,175.32,161.76,141.48,55.68,87.48,88.68,3.84,0,0,0,0,0,0
7,8,0,0,0,0,0,0,10.68,56.04,212.52,435.84,656.64,211.2,191.16,129.72,189.36,176.28,274.32,84.84,49.08,3,0,0,0,0
7,9,0,0,0,0,0,0,82.32,42,49.44,137.88,729.72,956.4,976.8,1053.36,780.12,576.84,240.72,72.48,27.84,0,0,0,0,0
7,10,0,0,0,0,0,0,70.8,261.24,527.88,841.68,1022.04,1154.76,1119.24,891.48,881.52,642.84,467.28,288.6,133.2,8.28,0,0,0,0
7,11,0,0,0,0,0,0,72.48,315.36,562.68,852.12,1023.24,1131.6,1167,1164.12,1077.12,920.88,678,389.28,127.32,14.4,0,0,0,0
7,12,0,0,0,0,0,0,78.96,194.16,509.76,780.72,898.2,887.64,587.64,464.04,862.92,836.04,398.16,218.04,146.28,27.6,0,0,0,0
7,13,0,0,0,0,0,0,64.56,324.12,555,766.08,1016.04,1136.64,1090.8,1125.84,962.88,728.16,665.64,203.04,152.04,18.6,0,0,0,0
7,14,0,0,0,0,0,0,38.04,175.2,239.64,453.6,854.52,1003.56,614.88,650.4,498.96,592.44,367.8,262.92,98.52,27.36,0,0,0,0
7,15,0,0,0,0,0,0,34.08,106.92,172.56,469.56,806.28,897.36,1170.6,1165.92,1075.32,841.92,689.04,332.28,75.72,4.56,0,0,0,0
7,16,0,0,0,0,0,0,31.68,147,494.52,720.48,937.56,1095.72,1208.88,1127.16,1040.28,838.08,373.92,286.68,110.64,4.8,0,0,0,0
7,17,0,0,0,0,0,0,67.8,164.28,619.92,876.96,802.2,999.6,1131.48,890.76,889.8,740.76,276.72,223.8,90.48,11.4,0,0,0,0
7,18,0,0,0,0,0,0,66.84,281.88,511.32,709.92,997.08,1178.04,1206,985.44,430.32,522.84,751.56,504,138.72,7.56,0,0,0,0
7,19,0,0,0,0,0,0,46.08,276.48,564,808.08,1030.2,1077.84,1156.56,1123.92,1012.92,673.68,334.68,223.92,74.04,10.56,0,0,0,0
7,20,0,0,0,0,0,0,30.48,309.36,432.36,854.04,931.56,863.88,1023,1140.36,1068.12,921.36,696.12,408.24,119.16,6.84,0,0,0,0
7,21,0,0,0,0,0,0,17.64,74.16,167.64,278.88,498,600.72,875.88,713.4,631.92,411.24,269.76,110.88,22.32,0,0,0,0,0
7,22,0,0,0,0,0,0,64.56,101.64,468.36,741,873.12,822,198.12,212.64,152.52,357.24,140.76,194.16,191.04,16.08,0,0,0,0
7,23,0,0,0,0,0,0,8.52,108.72,130.2,143.04,103.56,313.08,411.12,502.56,340.68,463.68,566.52,359.52,130.08,15.48,0,0,0,0
7,24,0,0,0,0,0,0,25.44,70.08,411.36,385.92,107.16,286.92,453.6,625.32,255.96,240.24,430.8,207.48,101.52,9,0,0,0,0
7,25,0,0,0,0,0,0,35.28,123.96,360.24,667.8,915.6,801.12,722.52,991.56,975.96,639.24,576.12,307.56,133.08,11.28,0,0,0,0
7,26,0,0,0,0,0,0,18.48,103.92,143.76,232.56,707.16,1021.8,1099.68,1097.52,997.32,868.68,637.68,361.44,122.4,9.12,0,0,0,0
7,27,0,0,0,0,0,0,8.28,196.8,348.24,584.4,697.08,775.08,574.68,879,581.4,446.64,544.56,244.68,62.88,4.8,0,0,0,0
7,28,0,0,0,0,0,0,0,55.08,180.96,399.72,579.96,695.28,718.08,756.12,1075.44,839.64,526.32,297.48,70.44,1.32,0,0,0,0
7,29,0,0,0,0,0,0,8.88,0,0,15.96,122.28,150,112.44,276.48,457.2,303.72,383.16,156.12,64.2,0,0,0,0,0
7,30,0,0,0,0,0,0,0,92.88,303.72,317.76,804.36,808.08,961.32,919.56,977.16,792.84,570.96,299.88,103.32,8.4,0,0,0,0
7,31,0,0,0,0,0,0,21.36,111.72,196.2,215.64,552.84,759.12,716.28,1038.96,964.56,790.2,189.72,143.16,43.08,0,0,0,0,0
8,1,0,0,0,0,0,0,32.16,202.68,431.76,697.8,891.72,992.52,1072.68,1058.52,945.36,813.72,546.12,237.12,98.04,5.88,0,0,0,0
8,2,0,0,0,0,0,0,28.92,161.64,283.08,380.88,272.76,268.56,591.96,849.72,855.48,714.36,530.64,251.76,77.28,2.28,0,0,0,0
8,3,0,0,0,0,0,0,36.48,244.08,266.88,339.12,320.16,432.72,815.76,832.08,1065.36,761.88,507.48,236.16,99.48,16.08,0,0,0,0
8,4,0,0,0,0,0,0,0,12.84,142.08,580.8,750.84,949.44,1073.64,976.2,784.32,679.56,508.44,152.88,30.24,0,0,0,0,0
8,5,0,0,0,0,0,0,11.88,120,426.48,563.52,638.28,465.12,571.68,678.24,927.96,861,667.56,353.04,85.92,0.36,0,0,0,0
8,6,0,0,0,0,0,0,39.84,235.92,461.4,742.2,908.76,1060.32,1110.84,780.96,602.88,710.52,403.92,322.8,91.56,1.68,0,0,0,0
8,7,0,0,0,0,0,0,27.36,158.28,412.56,697.56,858.36,1044.72,1094.52,1090.92,1007.76,852.48,610.92,338.04,99.6,2.28,0,0,0,0
8,8,0,0,0,0,0,0,28.32,159.36,439.8,636.12,944.52,1042.68,1074,1068.84,986.28,825.84,620.16,329.16,94.68,4.56,0,0,0,0
8,9,0,0,0,0,0,0,36.24,176.76,428.76,723.72,909.48,1014.96,1082.16,1059.12,962.64,803.52,576.24,311.4,90.84,3.12,0,0,0,0
8,10,0,0,0,0,0,0,25.56,200.76,486.24,733.2,914.76,1039.32,1075.56,923.28,888.84,804.12,593.88,315.96,88.92,1.56,0,0,0,0
8,11,0,0,0,0,0,0,29.28,248.76,543.24,712.44,934.68,1046.64,1086.36,1066.68,993.6,850.92,628.56,341.64,91.8,2.88,0,0,0,0
8,12,0,0,0,0,0,0,28.92,235.8,318.36,747.12,985.32,1080.12,1111.56,1102.56,1024.2,733.44,521.88,340.32,82.92,2.04,0,0,0,0
8,13,0,0,0,0,0,0,31.92,245.04,524.88,818.16,981.96,1079.88,1125.72,1141.44,1013.52,880.68,596.52,336.84,108.72,1.92,0,0,0,0
8,14,0,0,0,0,0,0,31.8,245.76,547.8,791.16,975.72,1085.76,1016.52,719.88,672.96,361.2,580.32,356.04,87,1.2,0,0,0,0
8,15,0,0,0,0,0,0,30.72,223.2,543.72,831.24,959.04,1053,871.92,452.88,692.04,861.6,628.32,318.48,85.8,0.96,0,0,0,0
8,16,0,0,0,0,0,0,28.32,242.88,550.08,794.28,982.56,1079.04,683.28,648.48,947.64,873.36,624.12,360.36,81.48,0.72,0,0,0,0
8,17,0,0,0,0,0,0,33.96,230.88,510,756.96,938.76,1065.12,1090.68,1069.44,916.44,606.24,513.48,286.2,83.88,1.08,0,0,0,0
8,18,0,0,0,0,0,0,18.12,218.4,480.84,774.24,949.56,1063.2,1108.08,1011.6,1011.36,614.76,570.96,238.92,120.36,1.56,0,0,0,0
8,19,0,0,0,0,0,0,24.72,208.32,535.44,626.28,827.16,706.56,913.68,772.68,782.88,537.6,353.16,211.32,37.2,0,0,0,0,0
8,20,0,0,0,0,0,0,25.32,218.52,521.52,783.6,960.6,1049.76,1081.92,1120.2,1011.12,848.76,627.12,330.12,69.48,0,0,0,0,0
8,21,0,0,0,0,0,0,29.64,226.68,465,668.52,885.48,891.84,1120.44,1097.64,994.2,833.4,585.72,298.44,68.76,0,0,0,0,0
8,22,0,0,0,0,0,0,4.68,177.72,505.44,740.52,897.24,1054.68,840.48,966.24,506.88,767.4,476.28,197.52,38.4,0,0,0,0,0
8,23,0,0,0,0,0,0,0,24,91.92,125.28,230.52,188.76,101.76,264,124.56,102,154.08,148.08,22.8,0,0,0,0,0
8,24,0,0,0,0,0,0,0,37.8,99.24,61.8,4.56,0,0,37.68,98.64,82.68,67.8,42.24,24.36,0,0,0,0,0
8,25,0,0,0,0,0,0,0.48,83.52,215.04,278.52,503.64,550.92,588.12,434.76,383.64,211.2,281.28,70.68,6,0,0,0,0,0
8,26,0,0,0,0,0,0,10.2,91.68,231.36,329.52,540.96,532.8,730.08,999.24,951.36,781.44,521.64,225.72,37.08,0,0,0,0,0
8,27,0,0,0,0,0,0,15.72,86.04,214.68,681.24,939.24,1047.6,1068.96,1033.08,937.2,741.72,467.76,183,30.84,0,0,0,0,0
8,28,0,0,0,0,0,0,13.92,140.4,330.72,659.76,856.92,985.8,1007.04,997.56,903.6,728.28,493.44,213.24,36.48,0,0,0,0,0
8,29,0,0,0,0,0,0,7.32,77.16,205.92,280.92,776.16,746.52,775.32,453.84,275.52,142.8,47.04,42.12,0.24,0,0,0,0,0
8,30,0,0,0,0,0,0,0,5.04,39.84,105.96,172.8,267.48,652.68,671.76,528.72,526.68,186.96,120.84,21,0,0,0,0,0
8,31,0,0,0,0,0,0,5.16,178.2,497.4,582.48,816.72,1084.92,1073.64,1135.8,980.28,787.8,571.2,237.6,29.64,0,0,0,0,0
9,1,0,0,0,0,0,0,17.04,163.56,480.36,748.8,944.28,1093.92,1025.4,938.88,817.44,771.48,513.72,180.72,27.12,0,0,0,0,0
9,2,0,0,0,0,0,0,20.64,155.04,521.88,818.4,1016.52,1137.24,1174.2,1101.72,965.76,824.76,433.44,87.36,34.68,0,0,0,0,0
9,3,0,0,0,0,0,0,0,25.32,42.12,97.44,146.04,269.88,327.84,295.92,393,422.76,586.8,245.52,25.08,0,0,0,0,0
9,4,0,0,0,0,0,0,13.2,190.44,535.56,834.84,1032.84,1154.88,1190.04,1143.48,956.4,804.12,508.68,177,24.84,0,0,0,0,0
9,5,0,0,0,0,0,0,10.92,78.12,87.12,188.28,411.84,625.2,570,464.52,326.52,247.56,90.96,35.64,10.68,0,0,0,0,0
9,6,0,0,0,0,0,0,0,29.52,56.4,190.2,223.8,248.88,185.04,156.96,85.92,84.84,34.32,16.92,0,0,0,0,0,0
9,7,0,0,0,0,0,0,0,33.12,111.48,264.96,606.6,548.04,826.92,587.64,531.24,498.48,283.32,174.48,27,0,0,0,0,0
9,8,0,0,0,0,0,0,5.76,41.64,174.84,351.12,857.16,1052.16,938.88,1015.56,995.04,711.48,419.04,193.44,20.52,0,0,0,0,0
9,9,0,0,0,0,0,0,2.16,104.28,412.2,671.16,803.4,904.2,1031.52,992.04,923.4,635.76,261.72,143.88,18.24,0,0,0,0,0
9,10,0,0,0,0,0,0,10.8,169.44,427.44,730.08,904.2,898.08,806.52,546.48,457.32,261.6,195.72,49.08,2.16,0,0,0,0,0
9,11,0,0,0,0,0,0,0,45.96,99.84,144.12,100.68,216.6,302.04,233.52,628.8,314.16,276.48,127.08,8.88,0,0,0,0,0
9,12,0,0,0,0,0,0,0,39.96,76.68,130.44,323.04,158.76,466.2,555.72,406.68,320.52,315.84,90.6,7.8,0,0,0,0,0
9,13,0,0,0,0,0,0,8.64,99.36,270,637.92,890.64,495.72,784.68,420.96,679.08,412.8,448.8,163.8,13.32,0,0,0,0,0
9,14,0,0,0,0,0,0,0,0,5.76,120.72,358.32,374.88,233.4,94.92,140.52,532.32,459.36,180.6,34.8,0,0,0,0,0
9,15,0,0,0,0,0,0,11.52,176.28,505.8,802.92,1015.92,1129.08,1170,1120.2,978.36,804.96,533.4,201.72,15,0,0,0,0,0
9,16,0,0,0,0,0,0,13.44,221.76,598.8,912.84,1111.08,1203.84,1244.64,1210.2,1099.8,903.96,593.4,232.32,13.8,0,0,0,0,0
9,17,0,0,0,0,0,0,11.76,182.4,534.12,826.44,1011.12,1112.88,1184.4,1154.28,1008.84,776.64,503.16,180.96,11.76,0,0,0,0,0
9,18,0,0,0,0,0,0,9.6,153.36,443.4,719.16,924.84,1040.4,1078.44,1025.52,908.64,701.4,429.6,146.88,9.6,0,0,0,0,0
9,19,0,0,0,0,0,0,9.36,157.08,475.8,772.2,1008.12,1121.28,1139.64,1099.56,987.6,794.76,506.4,185.16,10.32,0,0,0,0,0
9,20,0,0,0,0,0,0,9.36,195,538.68,816.48,984.48,1108.44,1144.08,1107.96,998.52,834.48,380.04,183.84,10.8,0,0,0,0,0
9,21,0,0,0,0,0,0,2.64,130.44,393.12,823.08,1030.08,1142.28,1156.8,1106.52,987.84,796.44,522.84,180.12,8.88,0,0,0,0,0
9,22,0,0,0,0,0,0,7.56,173.64,496.2,759.72,866.64,1114.08,1155.36,1121.88,991.8,661.32,288.36,103.2,2.4,0,0,0,0,0
9,23,0,0,0,0,0,0,3.84,167.4,489.48,783.36,983.16,1108.8,1142.52,1095.96,970.08,754.56,460.68,154.08,5.64,0,0,0,0,0
9,24,0,0,0,0,0,0,2.28,172.44,488.52,668.16,594.12,789.96,455.16,188.76,175.68,143.04,105.6,30.48,0,0,0,0,0,0
9,25,0,0,0,0,0,0,0,32.76,81.72,274.68,361.08,619.2,1053.6,1185.36,1118.04,893.64,561.36,189.6,8.88,0,0,0,0,0
9,26,0,0,0,0,0,0,10.92,228.12,617.76,931.44,1144.32,1260.24,1282.56,1227.24,1111.32,890.76,566.28,192,4.08,0,0,0,0,0
9,27,0,0,0,0,0,0,6.6,205.08,570.36,882.72,1073.16,1165.44,1167.12,1155.96,996,740.52,347.64,99.6,0,0,0,0,0,0
9,28,0,0,0,0,0,0,0,33.12,104.04,273.72,260.76,490.44,388.8,202.44,259.8,122.16,82.92,14.64,0,0,0,0,0,0
9,29,0,0,0,0,0,0,0,41.16,112.32,108.48,473.04,159,225.36,117.96,115.32,106.8,53.52,17.28,0,0,0,0,0,0
9,30,0,0,0,0,0,0,0,32.76,347.28,533.64,802.32,1105.92,946.8,762.96,946.08,748.68,421.2,75.48,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,79.56,260.88,776.64,1017,916.32,1142.4,663.48,279.24,134.16,9.12,0,0,0,0,0,0,0
10,2,0,0,0,0,0,0,0,10.2,60.84,206.04,273,717.72,975.96,857.28,550.44,211.68,463.2,145.92,0.48,0,0,0,0,0
10,3,0,0,0,0,0,0,7.08,247.8,638.16,956.76,1144.2,1265.04,1298.52,1244.4,1120.56,864.36,524.16,159.96,0.6,0,0,0,0,0
10,4,0,0,0,0,0,0,6.84,225.84,612.96,932.28,1143.72,1237.56,1249.44,1190.04,1034.76,807.96,498.24,145.56,0.36,0,0,0,0,0
10,5,0,0,0,0,0,0,3.72,205.44,597.84,918.36,1119.72,1165.8,643.56,491.76,775.44,397.56,183.84,47.4,0,0,0,0,0,0
10,6,0,0,0,0,0,0,0,18.72,73.44,152.16,255.6,233.52,296.16,476.4,519.96,213.48,128.4,45.24,0,0,0,0,0,0
10,7,0,0,0,0,0,0,0.24,59.88,354.12,469.32,663.24,697.68,735.24,535.56,506.28,270.24,135.36,23.64,0,0,0,0,0,0
10,8,0,0,0,0,0,0,0,0,46.8,219.12,208.44,308.52,185.28,92.04,255.36,88.68,42.36,8.04,0,0,0,0,0,0
10,9,0,0,0,0,0,0,0,46.56,104.4,57,235.68,385.8,719.28,488.16,334.68,186.36,132.84,40.68,0,0,0,0,0,0
10,10,0,0,0,0,0,0,0,44.4,87.84,140.88,132.96,251.04,119.76,138.36,66,93.84,48.36,16.32,0,0,0,0,0,0
10,11,0,0,0,0,0,0,0,40.2,173.52,442.32,897.48,1071.36,1215.24,1205.52,1005.48,353.4,342.6,79.44,0,0,0,0,0,0
10,12,0,0,0,0,0,0,2.16,190.32,590.76,905.28,1119.24,1217.28,1228.92,1175.4,1032.84,797.4,462.84,102.96,0,0,0,0,0,0
10,13,0,0,0,0,0,0,0.84,175.2,572.64,884.88,1092.48,1202.64,1230.96,1143.96,986.28,747.12,420.36,86.88,0,0,0,0,0,0
10,14,0,0,0,0,0,0,0.96,149.28,517.8,819.36,1002.6,1105.08,1138.92,1040.4,923.76,648.6,344.16,63.24,0,0,0,0,0,0
10,15,0,0,0,0,0,0,0,62.52,165.6,432.36,410.28,571.92,971.04,831,606,402.6,312.36,44.04,0,0,0,0,0,0
10,16,0,0,0,0,0,0,0.12,194.28,636.12,960,1183.56,1282.68,1284.72,1244.04,1101.36,848.4,487.08,83.64,0,0,0,0,0,0
10,17,0,0,0,0,0,0,0,72.96,269.16,244.68,478.2,772.2,876.84,521.52,598.08,691.32,357.24,37.68,0,0,0,0,0,0
10,18,0,0,0,0,0,0,0,61.32,414.12,628.32,875.4,1072.44,1004.76,903.48,913.56,685.08,325.32,62.64,0,0,0,0,0,0
10,19,0,0,0,0,0,0,0,20.88,282.72,727.08,1025.28,996.96,1066.08,865.68,590.76,512.4,136.8,28.08,0,0,0,0,0,0
10,20,0,0,0,0,0,0,0,105.84,507.84,835.08,1030.56,1106.76,1184.52,1126.08,979.2,727.2,428.4,52.2,0,0,0,0,0,0
10,21,0,0,0,0,0,0,0,105.6,430.68,752.64,983.16,1097.64,1073.88,1023.6,867,616.56,289.44,30.36,0,0,0,0,0,0
10,22,0,0,0,0,0,0,0,36.96,253.08,771.12,993.96,1121.04,1144.56,949.32,905.28,324.24,232.2,40.2,0,0,0,0,0,0
10,23,0,0,0,0,0,0,0,118.8,523.08,848.16,1055.16,1162.68,1180.2,1072.92,930.96,619.32,330.36,33.72,0,0,0,0,0,0
10,24,0,0,0,0,0,0,0,92.16,405.36,720.36,1000.32,1011.84,1117.08,970.08,795.24,604.68,221.76,25.92,0,0,0,0,0,0
10,25,0,0,0,0,0,0,0,105,422.4,912.12,1145.04,1233.36,1250.16,1203.72,1038.96,763.44,348.6,28.2,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,32.04,154.92,434.88,1018.32,1139.64,1260.6,1018.32,915,730.2,304.56,25.44,0,0,0,0,0,0
10,27,0,0,0,0,0,0,0,91.68,486,837.24,1056.96,1143.12,1155.6,1088.04,943.56,675.6,291.12,24.84,0,0,0,0,0,0
10,28,0,0,0,0,0,0,0,24.6,173.52,818.52,907.32,1098.6,1166.76,543.12,438.48,390.72,232.2,25.44,0,0,0,0,0,0
10,29,0,0,0,0,0,0,0,66.24,397.32,668.4,900.72,1012.2,995.64,1013.04,832.8,558.36,231.6,18,0,0,0,0,0,0
10,30,0,0,0,0,0,0,0,58.08,343.44,537.72,745.8,1159.92,1211.88,1153.2,971.16,662.16,248.16,7.92,0,0,0,0,0,0
10,31,0,0,0,0,0,0,0,13.44,86.64,234.48,807.72,907.8,1098.72,1043.04,867.72,614.28,236.16,11.04,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,46.08,234.96,607.2,926.28,1026,1062.48,998.52,749.88,405.48,183.24,9.84,0,0,0,0,0,0
11,2,0,0,0,0,0,0,0,35.88,357.36,276,533.4,517.32,71.4,171.96,261.24,139.92,63.72,4.08,0,0,0,0,0,0
11,3,0,0,0,0,0,0,0,40.56,327.48,717.24,405.72,361.32,800.16,773.4,220.8,84.72,75.36,18.84,0,0,0,0,0,0
11,4,0,0,0,0,0,0,0,21.6,183.6,326.28,686.64,885.84,865.68,1063.92,911.52,642.84,196.44,13.92,0,0,0,0,0,0
11,5,0,0,0,0,0,0,0,28.8,214.08,666,887.28,1035.6,1070.28,992.76,830.52,561.12,179.88,13.08,0,0,0,0,0,0
11,6,0,0,0,0,0,0,0,30.48,156.36,280.44,658.56,645.72,182.4,128.28,159.36,160.08,50.4,2.4,0,0,0,0,0,0
11,7,0,0,0,0,0,0,0,17.52,145.2,322.44,526.68,929.04,1001.16,1008.6,875.04,620.88,227.4,11.88,0,0,0,0,0,0
11,8,0,0,0,0,0,0,0,31.56,450.24,501.48,1074.6,1032.96,1190.64,1136.04,898.92,635.28,177.48,14.28,0,0,0,0,0,0
11,9,0,0,0,0,0,0,0,1.92,25.32,67.32,75.84,61.2,62.28,73.08,111.96,36.24,3.36,0,0,0,0,0,0,0
11,10,0,0,0,0,0,0,0,15.72,187.2,742.32,1015.08,1181.88,1237.44,1049.88,837.12,429,101.52,6.24,0,0,0,0,0,0
11,11,0,0,0,0,0,0,0,40.8,427.56,851.4,1071.6,1167.72,848.88,591.36,315,216.36,166.68,6.48,0,0,0,0,0,0
11,12,0,0,0,0,0,0,0,30,410.4,849.48,368.52,767.16,1116.72,606.84,356.16,181.44,82.08,3.72,0,0,0,0,0,0
11,13,0,0,0,0,0,0,0,17.76,282.96,797.76,1131,1251.48,1264.2,1180.8,1023.48,587.88,141.72,7.32,0,0,0,0,0,0
11,14,0,0,0,0,0,0,0,18.84,94.44,376.32,473.52,458.4,555.72,340.32,207.36,50.04,21.6,0,0,0,0,0,0,0
11,15,0,0,0,0,0,0,0,15.84,185.88,553.92,843.36,565.08,813.48,978.72,877.2,188.16,75.96,5.76,0,0,0,0,0,0
11,16,0,0,0,0,0,0,0,13.08,142.08,616.32,840.6,869.28,1041.72,936.48,688.68,208.32,77.64,5.04,0,0,0,0,0,0
11,17,0,0,0,0,0,0,0,18.24,214.2,386.52,932.28,966.12,666.36,599.76,372.72,73.92,44.4,4.68,0,0,0,0,0,0
11,18,0,0,0,0,0,0,0,11.28,224.4,346.08,68.76,697.2,693,1136.52,455.52,205.8,30.12,0,0,0,0,0,0,0
11,19,0,0,0,0,0,0,0,16.8,95.04,123.6,208.2,257.88,341.88,245.64,391.08,373.2,57.24,2.28,0,0,0,0,0,0
11,20,0,0,0,0,0,0,0,18.84,182.16,576.84,589.92,696.24,694.08,820.32,891.24,507.48,60.12,2.64,0,0,0,0,0,0
11,21,0,0,0,0,0,0,0,14.4,152.04,460.8,983.64,651.84,512.76,530.16,516.96,295.68,60.12,2.88,0,0,0,0,0,0
11,22,0,0,0,0,0,0,0,12.96,153.36,608.28,1042.08,1165.92,1253.52,1162.68,899.88,382.68,70.8,4.08,0,0,0,0,0,0
11,23,0,0,0,0,0,0,0,13.68,151.08,455.04,713.16,661.8,815.4,535.56,436.56,318.6,79.32,6.36,0,0,0,0,0,0
11,24,0,0,0,0,0,0,0,3.36,87.6,215.4,379.44,199.68,455.88,306.72,99.48,40.68,9.12,0,0,0,0,0,0,0
11,25,0,0,0,0,0,0,0,0.6,14.28,100.44,165.48,679.44,360.36,862.44,325.56,108.36,24.96,0,0,0,0,0,0,0
11,26,0,0,0,0,0,0,0,9.36,99.96,523.68,689.88,750.96,878.52,1020.6,398.04,303.72,63.12,3.96,0,0,0,0,0,0
11,27,0,0,0,0,0,0,0,0,15.6,57.96,178.8,231.12,61.08,207.6,214.32,105.6,37.32,1.68,0,0,0,0,0,0
11,28,0,0,0,0,0,0,0,0,58.68,554.4,544.92,350.28,377.4,493.56,599.52,139.56,42.24,0.96,0,0,0,0,0,0
11,29,0,0,0,0,0,0,0,0,65.4,84,329.88,95.88,358.68,448.08,179.04,255.36,43.8,1.68,0,0,0,0,0,0
11,30,0,0,0,0,0,0,0,4.08,84.96,110.76,141.48,494.28,689.28,576.36,424.44,162.12,63,3.48,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,2.28,94.8,337.2,571.44,619.8,481.44,662.4,565.92,448.08,73.44,4.08,0,0,0,0,0,0
12,2,0,0,0,0,0,0,0,6.48,117.24,497.04,890.04,1247.52,1258.44,1244.16,775.68,413.88,40.92,2.28,0,0,0,0,0,0
12,3,0,0,0,0,0,0,0,7.56,94.92,419.64,630.12,925.56,971.28,929.16,592.56,335.76,71.52,2.76,0,0,0,0,0,0
12,4,0,0,0,0,0,0,0,3.72,84.36,234.24,538.8,843.24,724.44,755.28,476.16,216.24,65.88,2.76,0,0,0,0,0,0
12,5,0,0,0,0,0,0,0,0,37.92,100.32,180.84,398.88,408.6,282.24,172.56,151.44,61.8,1.92,0,0,0,0,0,0
12,6,0,0,0,0,0,0,0,1.8,50.4,541.32,823.44,1225.08,1297.2,1228.8,724.92,411.96,28.92,2.04,0,0,0,0,0,0
12,7,0,0,0,0,0,0,0,4.08,60.24,443.76,762.6,1191,1260.36,1153.56,666,402.96,46.92,2.4,0,0,0,0,0,0
12,8,0,0,0,0,0,0,0,4.2,63.48,428.16,745.56,1160.28,1232.4,1119.48,607.68,268.8,39.48,1.2,0,0,0,0,0,0
12,9,0,0,0,0,0,0,0,0.24,26.28,76.56,158.4,140.4,56.4,82.32,45,44.04,0.84,0,0,0,0,0,0,0
12,10,0,0,0,0,0,0,0,0,26.16,93.96,283.32,277.08,684,684.48,186.96,113.16,32.52,,,,,,,0
12,11,0,0,0,0,0,0,0,0.36,69.48,147.36,251.76,93.48,397.44,475.8,134.76,87.84,35.88,1.08,0,0,0,0,0,0
12,12,0,0,0,0,0,0,0,1.56,41.28,401.88,719.28,1140.36,1185,1179.48,534.12,177.84,32.04,0,0,0,0,0,0,0
12,13,0,0,0,0,0,0,0,2.64,78.24,271.92,598.2,572.52,796.92,828.6,580.56,314.64,26.52,0.48,0,0,0,0,0,0
12,14,0,0,0,0,0,0,0,0.84,53.76,273.96,467.28,834.72,1067.4,928.08,516.48,270.84,61.56,2.28,0,0,0,0,0,0
12,15,0,0,0,0,0,0,0,2.16,63.24,325.8,662.76,991.32,1125.72,1157.52,646.44,397.44,58.44,2.4,0,0,0,0,0,0
12,16,0,0,0,0,0,0,0,0.72,49.44,109.92,162.12,196.2,156.24,182.52,183.72,82.8,30.84,0.12,0,0,0,0,0,0
12,17,0,0,0,0,0,0,0,0,27.6,77.64,176.76,250.2,394.56,210.96,128.88,80.04,22.56,0,0,0,0,0,0,0
12,18,0,0,0,0,0,0,0,0.12,47.76,267.36,420.6,1034.52,1204.8,1072.32,592.44,403.56,62.64,1.56,0,0,0,0,0,0
12,19,0,0,0,0,0,0,0,0.12,29.04,172.2,395.88,349.68,388.56,373.32,194.76,96.48,14.28,1.68,0,0,0,0,0,0
