날짜,발전기명,_01시,_02시,_03시,_04시,_05시,_06시,_07시,_08시,_09시,_10시,_11시,_12시,_13시,_14시,_15시,_16시,_17시,_18시,_19시,_20시,_21시,_22시,_23시,_24시,합계
2017-01-01,영암에프원태양광b,0,0,0,0,0,0,0,0,547200,3484800,3350400,7929600,8697600,8236800,7344000,5155200,2131200,134400,0,0,0,0,0,0,47011200
2017-01-02,영암에프원태양광b,0,0,0,0,0,0,0,0,345600,1948800,6211200,7334400,8332800,7286400,6355200,4512000,1584000,76800,0,0,0,0,0,0,43987200
2017-01-03,영암에프원태양광b,0,0,0,0,0,0,0,0,960000,3465600,6288000,8371200,9148800,8784000,7411200,5356800,2332800,163200,0,0,0,0,0,0,52281600
2017-01-04,영암에프원태양광b,0,0,0,0,0,0,0,9600,777600,2438400,3830400,5155200,6854400,7190400,4752000,3427200,1440000,67200,0,0,0,0,0,0,35942400
2017-01-05,영암에프원태양광b,0,0,0,0,0,0,0,0,432000,1017600,1152000,1478400,1507200,1545600,1027200,969600,460800,38400,0,0,0,0,0,0,9628800
2017-01-06,영암에프원태양광b,0,0,0,0,0,0,0,0,403200,3177600,3619200,3552000,5347200,5779200,4329600,5424000,2073600,192000,0,0,0,0,0,0,33897600
2017-01-07,영암에프원태양광b,0,0,0,0,0,0,0,0,422400,1478400,2563200,2524800,4483200,2467200,1459200,710400,374400,9600,0,0,0,0,0,0,16492800
2017-01-08,영암에프원태양광b,0,0,0,0,0,0,0,0,537600,1900800,2860800,4176000,7344000,8956800,7968000,3283200,1795200,192000,0,0,0,0,0,0,39014400
2017-01-09,영암에프원태양광b,0,0,0,0,0,0,0,0,9600,777600,2976000,4464000,4377600,7689600,8304000,5164800,1718400,192000,0,0,0,0,0,0,35673600
2017-01-10,영암에프원태양광b,0,0,0,0,0,0,0,0,268800,854400,3187200,2323200,3408000,8870400,5232000,4022400,1152000,96000,0,0,0,0,0,0,29414400
2017-01-11,영암에프원태양광b,0,0,0,0,0,0,0,0,624000,4512000,7785600,9225600,9945600,9676800,8505600,6316800,2908800,268800,0,0,0,0,0,0,59769600
2017-01-12,영암에프원태양광b,0,0,0,0,0,0,0,0,633600,2217600,1737600,1747200,3561600,3331200,3513600,1814400,355200,28800,0,0,0,0,0,0,18940800
2017-01-13,영암에프원태양광b,0,0,0,0,0,0,0,0,259200,2601600,5116800,6912000,4713600,3964800,4099200,1881600,624000,19200,0,0,0,0,0,0,30192000
2017-01-14,영암에프원태양광b,0,0,0,0,0,0,0,0,105600,720000,3139200,4454400,5433600,5904000,7478400,5404800,2784000,230400,0,0,0,0,0,0,35654400
2017-01-15,영암에프원태양광b,0,0,0,0,0,0,0,9600,1574400,5126400,8073600,9552000,10512000,10214400,9177600,6960000,3302400,403200,0,0,0,0,0,0,64905600
2017-01-16,영암에프원태양광b,0,0,0,0,0,0,0,0,921600,3302400,7612800,9292800,10272000,10137600,9100800,6816000,3408000,451200,0,0,0,0,0,0,61315200
2017-01-17,영암에프원태양광b,0,0,0,0,0,0,0,19200,1296000,3878400,5049600,5692800,5952000,7315200,6134400,4396800,3052800,364800,0,0,0,0,0,0,43152000
2017-01-18,영암에프원태양광b,0,0,0,0,0,0,0,0,825600,2160000,5683200,7632000,7776000,6633600,4032000,2716800,1372800,268800,0,0,0,0,0,0,39100800
2017-01-19,영암에프원태양광b,0,0,0,0,0,0,0,0,681600,2515200,5385600,7132800,7190400,7593600,8064000,5251200,2870400,364800,0,0,0,0,0,0,47049600
2017-01-20,영암에프원태양광b,0,0,0,0,0,0,0,0,0,115200,700800,1516800,3504000,4099200,4320000,4204800,2304000,201600,0,0,0,0,0,0,20966400
2017-01-21,영암에프원태양광b,0,0,0,0,0,0,0,0,403200,844800,3590400,5769600,2035200,2044800,2889600,2755200,1353600,144000,0,0,0,0,0,0,21830400
2017-01-22,영암에프원태양광b,0,0,0,0,0,0,0,0,1113600,4080000,2841600,4243200,6259200,5836800,6883200,4310400,1555200,192000,0,0,0,0,0,0,37315200
2017-01-23,영암에프원태양광b,0,0,0,0,0,0,0,0,211200,345600,1804800,5971200,5241600,4550400,3100800,2169600,1814400,249600,0,0,0,0,0,0,25459200
2017-01-24,영암에프원태양광b,0,0,0,0,0,0,0,0,364800,3427200,5836800,8860800,9888000,10224000,5452800,5884800,2217600,220800,0,0,0,0,0,0,52377600
2017-01-25,영암에프원태양광b,0,0,0,0,0,0,0,19200,1267200,4051200,6048000,6950400,9100800,10214400,9129600,7084800,3984000,691200,0,0,0,0,0,0,58540800
2017-01-26,영암에프원태양광b,0,0,0,0,0,0,0,38400,1833600,5270400,6537600,9283200,9744000,8764800,7910400,6393600,3446400,499200,0,0,0,0,0,0,59721600
2017-01-27,영암에프원태양광b,0,0,0,0,0,0,0,9600,624000,1756800,5174400,9811200,10915200,10809600,9926400,7161600,3936000,652800,0,0,0,0,0,0,60777600
2017-01-28,영암에프원태양광b,0,0,0,0,0,0,0,38400,2198400,5740800,8188800,9638400,10080000,9552000,8304000,7171200,2803200,364800,0,0,0,0,0,0,64080000
2017-01-29,영암에프원태양광b,0,0,0,0,0,0,0,0,76800,67200,710400,758400,902400,1689600,1123200,777600,393600,105600,0,0,0,0,0,0,6604800
2017-01-30,영암에프원태양광b,0,0,0,0,0,0,0,0,441600,2764800,5241600,3532800,5712000,5356800,4291200,4915200,1257600,326400,0,0,0,0,0,0,33840000
2017-01-31,영암에프원태양광b,0,0,0,0,0,0,0,48000,1910400,5347200,8217600,10012800,10896000,10675200,9696000,7929600,3609600,595200,0,0,0,0,0,0,68937600
2017-02-01,영암에프원태양광b,0,0,0,0,0,0,0,19200,844800,4512000,7584000,6000000,3782400,6633600,9024000,7680000,4512000,816000,0,0,0,0,0,0,51408000
2017-02-02,영암에프원태양광b,0,0,0,0,0,0,0,57600,2150400,5952000,8755200,10425600,11212800,11049600,9993600,8044800,4972800,1200000,0,0,0,0,0,0,73814400
2017-02-03,영암에프원태양광b,0,0,0,0,0,0,0,38400,1200000,4464000,6566400,6230400,7152000,6864000,4953600,2544000,1046400,297600,0,0,0,0,0,0,41356800
2017-02-04,영암에프원태양광b,0,0,0,0,0,0,0,9600,1008000,3052800,3849600,4022400,2976000,2188800,1632000,700800,288000,28800,0,0,0,0,0,0,19756800
2017-02-05,영암에프원태양광b,0,0,0,0,0,0,0,0,19200,249600,672000,892800,633600,1718400,2755200,3235200,1497600,220800,0,0,0,0,0,0,11894400
2017-02-06,영암에프원태양광b,0,0,0,0,0,0,0,38400,1401600,4291200,8601600,9907200,6499200,9868800,8860800,7084800,4550400,1017600,0,0,0,0,0,0,62121600
2017-02-07,영암에프원태양광b,0,0,0,0,0,0,0,19200,873600,3504000,7852800,9456000,9782400,9974400,8851200,6566400,2880000,1584000,9600,0,0,0,0,0,61353600
2017-02-08,영암에프원태양광b,0,0,0,0,0,0,0,19200,652800,1814400,2678400,3264000,3081600,3206400,3849600,2323200,1200000,201600,0,0,0,0,0,0,22291200
2017-02-09,영암에프원태양광b,0,0,0,0,0,0,0,0,336000,2659200,4752000,5568000,6528000,8092800,5472000,4656000,2121600,307200,0,0,0,0,0,0,40492800
2017-02-10,영암에프원태양광b,0,0,0,0,0,0,0,0,28800,0,28800,9600,76800,240000,508800,720000,288000,9600,0,0,0,0,0,0,1910400
2017-02-11,영암에프원태양광b,0,0,0,0,0,0,0,0,0,163200,1152000,1334400,2275200,3091200,5049600,5836800,3494400,585600,0,0,0,0,0,0,22982400
2017-02-12,영암에프원태양광b,0,0,0,0,0,0,0,105600,2409600,5577600,8332800,8294400,9436800,9628800,8140800,5990400,4444800,1132800,9600,0,0,0,0,0,63504000
2017-02-13,영암에프원태양광b,0,0,0,0,0,0,0,124800,2246400,5299200,7574400,8976000,9513600,9158400,7968000,5779200,3139200,883200,19200,0,0,0,0,0,60681600
2017-02-14,영암에프원태양광b,0,0,0,0,0,0,0,144000,2524800,5808000,8380800,10041600,10800000,10684800,9465600,7420800,4713600,1334400,28800,0,0,0,0,0,71347200
2017-02-15,영암에프원태양광b,0,0,0,0,0,0,0,182400,2793600,5942400,8476800,9840000,10329600,10214400,8995200,6835200,4272000,1267200,19200,0,0,0,0,0,69168000
2017-02-16,영암에프원태양광b,0,0,0,0,0,0,0,249600,1632000,4992000,7017600,6777600,4483200,5184000,2803200,1440000,451200,96000,0,0,0,0,0,0,35126400
2017-02-17,영암에프원태양광b,0,0,0,0,0,0,0,0,691200,1756800,5788800,7756800,10070400,10579200,9763200,8160000,5376000,1852800,28800,0,0,0,0,0,61824000
2017-02-18,영암에프원태양광b,0,0,0,0,0,0,0,86400,1747200,4473600,7776000,10156800,11472000,11068800,9705600,7603200,4617600,1584000,28800,0,0,0,0,0,70320000
2017-02-19,영암에프원태양광b,0,0,0,0,0,0,0,211200,2217600,5884800,8352000,8131200,8793600,7056000,8208000,3676800,460800,316800,0,0,0,0,0,0,53308800
2017-02-20,영암에프원태양광b,0,0,0,0,0,0,0,0,48000,796800,2697600,6240000,10819200,11558400,10339200,7507200,4339200,1296000,9600,0,0,0,0,0,55651200
2017-02-21,영암에프원태양광b,0,0,0,0,0,0,0,278400,2976000,6528000,9043200,10329600,10780800,10464000,9465600,7161600,4790400,1718400,57600,0,0,0,0,0,73593600
2017-02-22,영암에프원태양광b,0,0,0,0,0,0,0,9600,105600,393600,441600,374400,470400,537600,230400,38400,441600,48000,0,0,0,0,0,0,3091200
2017-02-23,영암에프원태양광b,0,0,0,0,0,0,0,9600,1104000,5001600,7449600,8755200,10185600,10185600,8899200,6211200,2016000,969600,28800,0,0,0,0,0,60816000
2017-02-24,영암에프원태양광b,0,0,0,0,0,0,0,201600,2380800,6595200,9369600,11020800,11760000,11558400,10502400,8563200,5635200,2160000,67200,0,0,0,0,0,79814400
2017-02-25,영암에프원태양광b,0,0,0,0,0,0,0,182400,1987200,4204800,6931200,8793600,10108800,10838400,10003200,7449600,3340800,1075200,48000,0,0,0,0,0,64963200
2017-02-26,영암에프원태양광b,0,0,0,0,0,0,0,163200,1526400,3014400,5721600,7401600,8428800,9110400,8380800,7084800,4425600,1708800,67200,0,0,0,0,0,57033600
2017-02-27,영암에프원태양광b,0,0,0,0,0,0,0,432000,2937600,5942400,8332800,9955200,11040000,10896000,10089600,8515200,5884800,2380800,48000,0,0,0,0,0,76454400
2017-02-28,영암에프원태양광b,0,0,0,0,0,0,0,499200,3446400,6528000,8899200,9888000,10214400,10368000,9235200,7353600,5001600,1680000,67200,0,0,0,0,0,73180800
2017-03-01,영암에프원태양광b,0,0,0,0,0,0,0,288000,2448000,5164800,7824000,8793600,9312000,7833600,7036800,1593600,844800,182400,28800,0,0,0,0,0,51350400
2017-03-02,영암에프원태양광b,0,0,0,0,0,0,0,38400,700800,3926400,7104000,9744000,10483200,11788800,7852800,4723200,4684800,1651200,96000,0,0,0,0,0,62793600
2017-03-03,영암에프원태양광b,0,0,0,0,0,0,0,700800,3763200,6912000,9292800,9868800,10713600,10252800,8774400,7152000,3945600,1488000,76800,0,0,0,0,0,72940800
2017-03-04,영암에프원태양광b,0,0,0,0,0,0,0,451200,3542400,5817600,8947200,10406400,11164800,11059200,10137600,8352000,5577600,2150400,124800,0,0,0,0,0,77731200
2017-03-05,영암에프원태양광b,0,0,0,0,0,0,0,192000,1228800,2371200,3878400,4627200,7555200,9955200,9667200,8006400,5299200,1872000,86400,0,0,0,0,0,54739200
2017-03-06,영암에프원태양광b,0,0,0,0,0,0,0,528000,3734400,7104000,9782400,11424000,12182400,12019200,10944000,8889600,6019200,2544000,153600,0,0,0,0,0,85324800
2017-03-07,영암에프원태양광b,0,0,0,0,0,0,0,0,278400,2121600,4243200,7920000,7449600,5856000,5452800,3686400,3456000,1084800,57600,0,0,0,0,0,41606400
2017-03-08,영암에프원태양광b,0,0,0,0,0,0,0,201600,2035200,4368000,9100800,8371200,11414400,11817600,9792000,5980800,2150400,1440000,67200,0,0,0,0,0,66739200
2017-03-09,영암에프원태양광b,0,0,0,0,0,0,0,835200,3849600,6940800,9216000,10588800,11174400,10819200,9638400,7862400,5193600,2092800,153600,0,0,0,0,0,78364800
2017-03-10,영암에프원태양광b,0,0,0,0,0,0,0,816000,3926400,7180800,9532800,10502400,11443200,11337600,10320000,8505600,5798400,2534400,192000,0,0,0,0,0,82089600
2017-03-11,영암에프원태양광b,0,0,0,0,0,0,0,700800,3916800,6364800,6988800,8342400,10982400,10819200,9936000,8169600,5280000,2092800,144000,0,0,0,0,0,73737600
2017-03-12,영암에프원태양광b,0,0,0,0,0,0,0,854400,3475200,6624000,8726400,9926400,10540800,10396800,9456000,6182400,3312000,1065600,86400,0,0,0,0,0,70646400
2017-03-13,영암에프원태양광b,0,0,0,0,0,0,0,585600,3264000,6220800,8716800,9888000,9158400,9369600,6441600,3868800,2198400,787200,67200,0,0,0,0,0,60566400
2017-03-14,영암에프원태양광b,0,0,0,0,0,0,0,988800,4137600,7296000,9782400,11308800,12009600,11856000,10857600,8649600,5827200,2544000,240000,0,0,0,0,0,85497600
2017-03-15,영암에프원태양광b,0,0,0,0,0,0,0,1056000,4012800,7065600,9465600,10857600,11577600,11520000,10550400,8582400,5788800,2486400,230400,0,0,0,0,0,83193600
2017-03-16,영암에프원태양광b,0,0,0,0,0,0,0,979200,2582400,5212800,6019200,8419200,9628800,10012800,9091200,6998400,3628800,1401600,172800,0,0,0,0,0,64147200
2017-03-17,영암에프원태양광b,0,0,0,0,0,0,0,1046400,3964800,6816000,9216000,10627200,11184000,10857600,9916800,8064000,5251200,2140800,249600,0,0,0,0,0,79334400
2017-03-18,영암에프원태양광b,0,0,0,0,0,0,0,432000,585600,2179200,2812800,4512000,7872000,7238400,9033600,7324800,4905600,2092800,240000,0,0,0,0,0,49228800
2017-03-19,영암에프원태양광b,0,0,0,0,0,0,0,1046400,3456000,6672000,8640000,10272000,10742400,10310400,8620800,5932800,3292800,1315200,144000,0,0,0,0,0,70444800
2017-03-20,영암에프원태양광b,0,0,0,0,0,0,0,288000,960000,1708800,1171200,1824000,1372800,1228800,960000,604800,316800,124800,19200,0,0,0,0,0,10579200
2017-03-21,영암에프원태양광b,0,0,0,0,0,0,9600,960000,3561600,6537600,9129600,11280000,12057600,11798400,10771200,8793600,5817600,2572800,297600,0,0,0,0,0,83587200
2017-03-22,영암에프원태양광b,0,0,0,0,0,0,0,576000,1622400,3072000,5030400,5308800,8649600,8918400,8169600,4972800,2342400,940800,67200,0,0,0,0,0,49670400
2017-03-23,영암에프원태양광b,0,0,0,0,0,0,0,422400,1411200,2908800,4204800,5001600,5721600,9552000,9206400,7084800,4953600,2006400,278400,0,0,0,0,0,52752000
2017-03-24,영암에프원태양광b,0,0,0,0,0,0,0,720000,2352000,5395200,6201600,6172800,4560000,4531200,5424000,4934400,3024000,1075200,105600,0,0,0,0,0,44496000
2017-03-25,영암에프원태양광b,0,0,0,0,0,0,0,0,182400,681600,1075200,1622400,2832000,2928000,5500800,7948800,4780800,2035200,96000,0,0,0,0,0,29683200
2017-03-26,영암에프원태양광b,0,0,0,0,0,0,38400,816000,1641600,3427200,5942400,8640000,6048000,7353600,7718400,5347200,2908800,1737600,297600,0,0,0,0,0,51916800
2017-03-27,영암에프원태양광b,0,0,0,0,0,0,38400,739200,1526400,3955200,8668800,10627200,11155200,9417600,9686400,7968000,5510400,2534400,403200,0,0,0,0,0,72230400
2017-03-28,영암에프원태양광b,0,0,0,0,0,0,0,422400,1305600,2716800,8073600,9552000,7680000,6528000,3993600,2544000,969600,1238400,76800,0,0,0,0,0,45100800
2017-03-29,영암에프원태양광b,0,0,0,0,0,0,0,480000,1065600,2505600,2985600,2505600,4022400,3504000,3321600,2707200,1968000,624000,48000,0,0,0,0,0,25737600
2017-03-30,영암에프원태양광b,0,0,0,0,0,0,134400,1267200,4118400,7564800,9878400,11097600,11596800,11184000,10176000,8428800,5587200,2534400,307200,0,0,0,0,0,83875200
2017-03-31,영암에프원태양광b,0,0,0,0,0,0,0,460800,1430400,2832000,5443200,7209600,8064000,9292800,9264000,6777600,4800000,2256000,307200,0,0,0,0,0,58137600
2017-04-01,영암에프원태양광b,0,0,0,0,0,0,19200,374400,1142400,1852800,5481600,8620800,10924800,11212800,10262400,8371200,5731200,2630400,393600,0,0,0,0,0,67017600
2017-04-02,영암에프원태양광b,0,0,0,0,0,0,144000,1843200,4684800,7516800,9676800,11040000,11404800,11164800,10281600,8486400,5836800,2716800,403200,0,0,0,0,0,85200000
2017-04-03,영암에프원태양광b,0,0,0,0,0,0,76800,969600,3216000,7612800,9580800,10636800,11347200,11184000,10022400,7929600,5232000,2284800,384000,0,0,0,0,0,80476800
2017-04-04,영암에프원태양광b,0,0,0,0,0,0,105600,1593600,4137600,6844800,8476800,9571200,9993600,9676800,8918400,6192000,4540800,1353600,268800,0,0,0,0,0,71673600
2017-04-05,영암에프원태양광b,0,0,0,0,0,0,0,201600,758400,864000,1363200,892800,1209600,1113600,1209600,422400,105600,86400,0,0,0,0,0,0,8227200
2017-04-06,영암에프원태양광b,0,0,0,0,0,0,0,134400,336000,364800,364800,403200,595200,1027200,1555200,1574400,1603200,739200,144000,0,0,0,0,0,8841600
2017-04-07,영암에프원태양광b,0,0,0,0,0,0,19200,470400,1209600,2496000,8438400,9696000,10108800,9590400,8467200,6268800,4166400,2044800,556800,0,0,0,0,0,63532800
2017-04-08,영암에프원태양광b,0,0,0,0,0,0,153600,1718400,4435200,7516800,9619200,10790400,11548800,11462400,9744000,8697600,5894400,2592000,576000,0,0,0,0,0,84748800
2017-04-09,영암에프원태양광b,0,0,0,0,0,0,19200,768000,1795200,4598400,7132800,9715200,10406400,10166400,8784000,6700800,3110400,691200,115200,0,0,0,0,0,64003200
2017-04-10,영암에프원태양광b,0,0,0,0,0,0,86400,1113600,3782400,7420800,9369600,10166400,10262400,6854400,5404800,4147200,4080000,1180800,86400,0,0,0,0,0,63955200
2017-04-11,영암에프원태양광b,0,0,0,0,0,0,0,172800,1593600,6672000,9628800,10512000,11289600,11280000,10224000,8313600,5827200,2726400,451200,0,0,0,0,0,78691200
2017-04-12,영암에프원태양광b,0,0,0,0,0,0,163200,1286400,4646400,7641600,8697600,11030400,11145600,11337600,10128000,8467200,5913600,3043200,556800,0,0,0,0,0,84057600
2017-04-13,영암에프원태양광b,0,0,0,0,0,0,259200,2064000,4617600,7036800,8668800,9676800,10358400,9907200,9043200,7276800,5059200,2476800,499200,0,0,0,0,0,76944000
2017-04-14,영암에프원태양광b,0,0,0,0,0,0,259200,2227200,5260800,6384000,5011200,7276800,854400,4051200,5740800,4291200,5222400,2284800,364800,0,0,0,0,0,49228800
2017-04-15,영암에프원태양광b,0,0,0,0,0,0,76800,1497600,4800000,7171200,8371200,10185600,10425600,10166400,9004800,7651200,5184000,2428800,566400,0,0,0,0,0,77529600
2017-04-16,영암에프원태양광b,0,0,0,0,0,0,57600,700800,2409600,6902400,9523200,10272000,10771200,10675200,9168000,7948800,4588800,2160000,460800,0,0,0,0,0,75638400
2017-04-17,영암에프원태양광b,0,0,0,0,0,0,0,0,384000,748800,288000,163200,249600,86400,124800,345600,1833600,1104000,201600,0,0,0,0,0,5529600
2017-04-18,영암에프원태양광b,0,0,0,0,0,0,86400,1785600,4272000,6192000,4752000,9542400,10185600,7728000,4003200,3456000,3043200,2217600,595200,0,0,0,0,0,57859200
2017-04-19,영암에프원태양광b,0,0,0,0,0,0,326400,2140800,4454400,6892800,9657600,10790400,11366400,11164800,10137600,8294400,5779200,2880000,614400,0,0,0,0,0,84499200
2017-04-20,영암에프원태양광b,0,0,0,0,0,0,86400,384000,3648000,3628800,2044800,1747200,1689600,844800,883200,576000,432000,67200,0,0,0,0,0,0,16032000
2017-04-21,영암에프원태양광b,0,0,0,0,0,0,307200,2016000,3734400,7180800,9964800,10809600,11126400,9600000,7689600,6297600,5222400,2256000,499200,0,0,0,0,0,76704000
2017-04-22,영암에프원태양광b,0,0,0,0,0,0,307200,1824000,4905600,7603200,9504000,10752000,11337600,11155200,10176000,8352000,6096000,3062400,614400,0,0,0,0,0,85689600
2017-04-23,영암에프원태양광b,0,0,0,0,0,0,211200,1219200,3168000,7718400,9475200,10416000,10867200,10752000,9705600,8227200,5942400,3033600,624000,0,0,0,0,0,81360000
2017-04-24,영암에프원태양광b,0,0,0,0,0,0,393600,2630400,5683200,8150400,9907200,10982400,11337600,11116800,10147200,8400000,5673600,2755200,816000,28800,0,0,0,0,88022400
2017-04-25,영암에프원태양광b,0,0,0,0,0,0,451200,2198400,4099200,6009600,6652800,7574400,7056000,4972800,4454400,3619200,2409600,1123200,144000,0,0,0,0,0,50764800
2017-04-26,영암에프원태양광b,0,0,0,0,0,0,67200,182400,710400,1075200,2851200,5980800,9360000,10723200,9888000,8438400,6028800,3110400,787200,9600,0,0,0,0,59212800
2017-04-27,영암에프원태양광b,0,0,0,0,0,0,326400,1497600,2707200,7267200,9446400,10646400,11712000,11481600,10195200,8390400,6211200,3139200,652800,9600,0,0,0,0,83683200
2017-04-28,영암에프원태양광b,0,0,0,0,0,0,470400,2601600,5395200,7814400,9504000,10502400,10809600,10617600,9590400,7948800,5692800,2812800,662400,9600,0,0,0,0,84432000
2017-04-29,영암에프원태양광b,0,0,0,0,0,0,499200,2515200,5337600,7699200,9321600,10262400,10521600,10262400,9379200,7718400,5376000,2668800,672000,9600,0,0,0,0,82243200
2017-04-30,영암에프원태양광b,0,0,0,0,0,0,470400,2208000,4742400,6950400,8390400,9369600,9734400,9542400,8582400,7161600,5097600,2496000,643200,9600,0,0,0,0,75398400
2017-05-01,영암에프원태양광b,0,0,0,0,0,0,576000,1708800,4425600,6988800,8937600,9849600,10243200,9619200,8697600,7104000,4608000,2496000,652800,9600,0,0,0,0,75916800
2017-05-02,영암에프원태양광b,0,0,0,0,0,0,326400,1728000,3571200,6009600,8668800,9552000,9062400,10003200,8064000,6604800,4156800,2544000,681600,28800,0,0,0,0,71001600
2017-05-03,영암에프원태양광b,0,0,0,0,0,0,566400,2457600,4963200,7238400,8889600,9926400,10358400,9993600,8880000,7478400,5136000,2620800,700800,19200,0,0,0,0,79228800
2017-05-04,영암에프원태양광b,0,0,0,0,0,0,537600,2534400,4857600,7516800,7872000,8755200,10896000,9120000,8419200,4252800,2112000,528000,86400,0,0,0,0,0,67488000
2017-05-05,영암에프원태양광b,0,0,0,0,0,0,76800,499200,1008000,1795200,3619200,3196800,2409600,2035200,1497600,796800,547200,249600,48000,0,0,0,0,0,17779200
2017-05-06,영암에프원태양광b,0,0,0,0,0,0,537600,1603200,4963200,7027200,9897600,8736000,8467200,10137600,7977600,6288000,4444800,2736000,518400,9600,0,0,0,0,73344000
2017-05-07,영암에프원태양광b,0,0,0,0,0,0,652800,2688000,5299200,7430400,9091200,10108800,10483200,10022400,9120000,7459200,5193600,2716800,768000,28800,0,0,0,0,81062400
2017-05-08,영암에프원태양광b,0,0,0,0,0,0,537600,1891200,5222400,7564800,9177600,8486400,4617600,3705600,3523200,1987200,1238400,585600,124800,0,0,0,0,0,48662400
2017-05-09,영암에프원태양광b,0,0,0,0,0,0,48000,316800,556800,710400,940800,1324800,1660800,1036800,624000,1036800,643200,480000,115200,0,0,0,0,0,9494400
2017-05-10,영암에프원태양광b,0,0,0,0,0,0,0,240000,240000,787200,3955200,5577600,9033600,10396800,9744000,7814400,5366400,2764800,816000,38400,0,0,0,0,56774400
2017-05-11,영암에프원태양광b,0,0,0,0,0,0,595200,2313600,4867200,7084800,8659200,9043200,10012800,9945600,8563200,6038400,3926400,2054400,739200,19200,0,0,0,0,73862400
2017-05-12,영암에프원태양광b,0,0,0,0,0,0,28800,220800,614400,883200,1315200,2140800,2044800,1910400,2256000,2371200,1267200,441600,163200,19200,0,0,0,0,15676800
2017-05-13,영암에프원태양광b,0,0,0,0,0,9600,710400,2553600,4992000,7180800,8774400,9696000,10281600,10022400,8188800,7632000,4147200,2582400,86400,9600,0,0,0,0,76867200
2017-05-14,영암에프원태양광b,0,0,0,0,0,9600,806400,2544000,5692800,8131200,9907200,10867200,11270400,10761600,9619200,7699200,5731200,3235200,825600,48000,0,0,0,0,87148800
2017-05-15,영암에프원태양광b,0,0,0,0,0,9600,768000,1939200,3436800,6297600,8851200,9148800,9321600,7363200,7795200,6710400,4636800,2832000,1084800,144000,0,0,0,0,70339200
2017-05-16,영암에프원태양광b,0,0,0,0,0,9600,681600,1824000,4473600,7497600,9206400,10118400,9811200,9340800,7276800,5712000,4569600,1660800,816000,48000,0,0,0,0,73046400
2017-05-17,영암에프원태양광b,0,0,0,0,0,19200,700800,1756800,5126400,7804800,9456000,10281600,10809600,10675200,9792000,8188800,5932800,3158400,777600,48000,0,0,0,0,84528000
2017-05-18,영암에프원태양광b,0,0,0,0,0,19200,710400,2793600,5414400,7516800,8947200,10032000,10310400,10051200,9292800,7708800,5520000,2985600,825600,57600,0,0,0,0,82185600
2017-05-19,영암에프원태양광b,0,0,0,0,0,19200,700800,2793600,5395200,7612800,8985600,10099200,10531200,10358400,9456000,7929600,5798400,2745600,1027200,105600,0,0,0,0,83558400
2017-05-20,영암에프원태양광b,0,0,0,0,0,67200,1065600,1574400,3936000,4838400,8169600,9580800,8102400,8102400,7478400,6739200,3360000,1353600,902400,124800,0,0,0,0,65395200
2017-05-21,영암에프원태양광b,0,0,0,0,0,28800,691200,1478400,3705600,5126400,3820800,4425600,4598400,6720000,7190400,7497600,5193600,2640000,912000,57600,0,0,0,0,54086400
2017-05-22,영암에프원태양광b,0,0,0,0,0,28800,729600,2726400,5318400,7545600,8812800,10022400,8572800,8764800,8697600,7315200,5366400,2995200,912000,67200,0,0,0,0,77875200
2017-05-23,영암에프원태양광b,0,0,0,0,0,48000,988800,1872000,4320000,6710400,6019200,6729600,6480000,6595200,4396800,2947200,2208000,1113600,470400,67200,0,0,0,0,50966400
2017-05-24,영암에프원태양광b,0,0,0,0,0,0,201600,1180800,2870400,4732800,7353600,5923200,9283200,8995200,9696000,7862400,5472000,3052800,892800,76800,0,0,0,0,67593600
2017-05-25,영암에프원태양광b,0,0,0,0,0,38400,710400,2630400,5232000,7526400,9465600,10588800,10905600,10608000,9705600,8083200,5616000,2803200,912000,86400,0,0,0,0,84912000
2017-05-26,영암에프원태양광b,0,0,0,0,0,19200,624000,2985600,5846400,8275200,10032000,11136000,11020800,10896000,10416000,8726400,6297600,3427200,864000,57600,0,0,0,0,90624000
2017-05-27,영암에프원태양광b,0,0,0,0,0,28800,691200,2995200,5683200,7948800,9283200,10204800,10550400,10416000,9571200,8044800,5769600,3004800,931200,76800,0,0,0,0,85200000
2017-05-28,영암에프원태양광b,0,0,0,0,0,28800,777600,2457600,4867200,6988800,8515200,9446400,9859200,9657600,8899200,7401600,5289600,2899200,892800,76800,0,0,0,0,78057600
2017-05-29,영암에프원태양광b,0,0,0,0,0,38400,729600,2611200,5001600,7113600,8611200,9465600,9907200,9878400,9004800,7507200,5366400,2899200,806400,57600,0,0,0,0,78998400
2017-05-30,영암에프원태양광b,0,0,0,0,0,134400,1132800,2169600,4214400,6336000,8332800,8995200,9696000,8486400,5184000,4608000,2688000,1680000,969600,124800,0,0,0,0,64752000
2017-05-31,영암에프원태양광b,0,0,0,0,0,0,297600,806400,1756800,2544000,3609600,2928000,3244800,4732800,5184000,1200000,2764800,1526400,326400,9600,0,0,0,0,30931200
2017-06-01,영암에프원태양광b,0,0,0,0,0,0,633600,969600,2112000,2784000,2601600,3398400,7286400,10070400,9196800,7651200,2841600,1046400,403200,67200,0,0,0,0,51062400
2017-06-02,영암에프원태양광b,0,0,0,0,0,38400,748800,2899200,5510400,7603200,9273600,10540800,10790400,10560000,9696000,8025600,5952000,3312000,969600,105600,0,0,0,0,86025600
