년월일,호기,구분,총량,평균,최대,최소,최대(시간별),최소(시간별),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2018.05.09,1,발전량,8.803,0.367,1.303,0,1.303,0.001,0,0,0,0,0,0.001,0.103,0.381,0.458,0.349,0.698,0.699,1.225,1.303,1.085,1.182,0.908,0.363,0.047,0,0,0,0,0
2018.05.10,1,발전량,10.679,0.445,1.379,0,1.379,0.002,0,0,0,0,0,0,0.025,0.27,0.743,1.083,1.195,1.081,1.175,1.379,1.257,1.122,0.818,0.425,0.105,0.002,0,0,0,0
2018.05.11,1,발전량,11.231,0.468,1.471,0,1.471,0.001,0,0,0,0,0,0,0.088,0.431,0.815,1.009,1.286,1.421,1.471,1.456,1.282,1.051,0.558,0.279,0.083,0.001,0,0,0,0
2018.05.12,1,발전량,0.565,0.024,0.103,0,0.103,0,0,0,0,0,0,0,0.004,0.051,0.056,0.065,0.08,0.066,0.103,0.066,0.036,0.031,0.006,0,0,0,0,0,0,0
2018.05.13,1,발전량,9.648,0.402,1.496,0,1.496,0.003,0,0,0,0,0,0,0.057,0.238,0.305,0.542,0.925,1.335,1.496,1.396,1.147,0.933,0.775,0.388,0.109,0.003,0,0,0,0
2018.05.14,1,발전량,11.423,0.476,1.414,0,1.414,0.002,0,0,0,0,0,0.002,0.111,0.433,0.79,1.1,1.302,1.406,1.414,1.348,1.24,1.043,0.743,0.379,0.108,0.003,0,0,0,0
2018.05.15,1,발전량,10.336,0.431,1.365,0,1.365,0,0,0,0,0,0,0,0.133,0.4,0.727,1.029,1.161,1.344,1.365,1.319,1.079,0.869,0.559,0.262,0.088,0.001,0,0,0,0
2018.05.16,1,발전량,0.565,0.024,0.092,0,0.092,0,0,0,0,0,0,0,0.005,0.059,0.092,0.044,0.047,0.08,0.077,0.032,0.044,0.055,0.031,0,0,0,0,0,0,0
2018.05.17,1,발전량,3.423,0.143,0.822,0,0.822,0.001,0,0,0,0,0,0,0,0.055,0.109,0.216,0.413,0.294,0.822,0.58,0.569,0.247,0.116,0.001,0,0,0,0,0,0
2018.05.18,1,발전량,0.997,0.042,0.291,0,0.291,0.001,0,0,0,0,0,0,0,0,0.005,0.03,0.051,0.193,0.291,0.214,0.098,0.1,0.014,0.001,0,0,0,0,0,0
2018.05.19,1,발전량,9.602,0.4,1.263,0,1.263,0.001,0,0,0,0,0,0.001,0.066,0.267,0.439,0.86,1.132,0.888,1.147,1.263,1.204,1.047,0.779,0.422,0.088,0.001,0,0,0,0
2018.05.20,1,발전량,7.821,0.326,1.22,0,1.22,0.001,0,0,0,0,0,0.001,0.095,0.43,0.777,0.891,1.109,1.22,1.154,0.757,0.454,0.372,0.266,0.145,0.14,0.009,0,0,0,0
2018.05.21,1,발전량,4.979,0.207,0.69,0,0.69,0.007,0,0,0,0,0,0,0.056,0.17,0.237,0.316,0.556,0.686,0.538,0.523,0.513,0.69,0.337,0.208,0.142,0.007,0,0,0,0
2018.05.22,1,발전량,6.993,0.291,1.016,0,1.016,0,0,0,0,0,0,0.001,0.099,0.385,0.677,0.933,0.833,1.016,0.948,0.861,0.561,0.404,0.161,0.073,0.041,0,0,0,0,0
2018.05.23,1,발전량,10.637,0.443,1.371,0,1.371,0.003,0,0,0,0,0,0,0.059,0.216,0.646,1.014,1.199,1.312,1.371,1.328,1.209,1.011,0.762,0.417,0.093,0.003,0,0,0,0
2018.05.24,1,발전량,10.345,0.431,1.259,0,1.259,0.003,0,0,0,0,0,0.003,0.1,0.392,0.718,0.969,1.133,1.23,1.259,1.239,1.148,0.965,0.704,0.382,0.099,0.005,0,0,0,0
2018.05.25,1,발전량,9.839,0.41,1.29,0,1.29,0.005,0,0,0,0,0,0.006,0.097,0.4,0.739,1.015,1.201,1.27,1.29,1.19,0.991,0.75,0.515,0.276,0.094,0.005,0,0,0,0
2018.05.26,1,발전량,10.284,0.429,1.256,0,1.256,0.002,0,0,0,0,0,0.002,0.098,0.393,0.715,0.966,1.135,1.228,1.256,1.222,1.119,0.946,0.712,0.391,0.096,0.005,0,0,0,0
2018.05.27,1,발전량,6.074,0.253,0.985,0,0.985,0.003,0,0,0,0,0,0.003,0.089,0.267,0.412,0.627,0.552,0.985,0.789,0.73,0.679,0.612,0.225,0.075,0.03,0,0,0,0,0
2018.05.28,1,발전량,9.388,0.391,1.197,0,1.197,0.003,0,0,0,0,0,0.003,0.097,0.374,0.693,0.942,1.123,1.197,1.156,0.998,0.953,0.75,0.652,0.355,0.084,0.012,0,0,0,0
2018.05.29,1,발전량,8.322,0.347,1.237,0,1.237,0.007,0,0,0,0,0,0.007,0.117,0.271,0.504,0.752,0.483,0.919,1.121,1.237,1.184,0.912,0.667,0.054,0.083,0.01,0,0,0,0
2018.05.30,1,발전량,6.596,0.275,1.131,0,1.131,0.006,0,0,0,0,0,0,0.064,0.293,0.469,0.297,0.451,0.482,0.637,0.556,1.131,0.983,0.743,0.388,0.096,0.006,0,0,0,0
2018.05.31,1,발전량,10.468,0.436,1.325,0,1.325,0.003,0,0,0,0,0,0.003,0.058,0.403,0.746,0.937,1.133,1.276,1.325,1.263,1.156,0.96,0.752,0.329,0.12,0.007,0,0,0,0
2018.06.01,1,발전량,11.546,0.481,1.423,0,1.423,0.003,0,0,0,0,0,0.003,0.109,0.434,0.792,1.074,1.274,1.394,1.423,1.363,1.241,1.068,0.786,0.43,0.14,0.012,0,0,0,0
2018.06.02,1,발전량,11.567,0.482,1.427,0,1.427,0.003,0,0,0,0,0,0.003,0.105,0.419,0.786,1.066,1.271,1.374,1.427,1.38,1.256,1.081,0.821,0.433,0.132,0.011,0,0,0,0
2018.06.03,1,발전량,11.139,0.464,1.443,0,1.443,0.006,0,0,0,0,0,0.008,0.148,0.345,0.502,1.083,1.204,1.298,1.443,1.42,1.299,1.038,0.762,0.463,0.122,0.006,0,0,0,0
2018.06.04,1,발전량,9.959,0.415,1.27,0,1.27,0.002,0,0,0,0,0,0.008,0.094,0.351,0.716,0.998,1.033,1.179,1.27,1.231,1.167,0.783,0.73,0.317,0.082,0.002,0,0,0,0
2018.06.05,1,발전량,7.42,0.309,0.968,0,0.968,0.023,0,0,0,0,0,0,0.023,0.095,0.398,0.968,0.712,0.611,0.953,0.919,0.847,0.855,0.439,0.385,0.188,0.028,0,0,0,0
2018.06.06,1,발전량,11.084,0.462,1.36,0,1.36,0.005,0,0,0,0,0,0.005,0.118,0.31,0.661,1.054,1.262,1.36,1.354,1.348,1.231,1.037,0.763,0.435,0.136,0.012,0,0,0,0
2018.06.07,1,발전량,11.122,0.463,1.357,0,1.357,0.007,0,0,0,0,0,0.007,0.12,0.401,0.741,1.025,1.213,1.32,1.357,1.324,1.215,1.043,0.767,0.446,0.134,0.008,0,0,0,0
2018.06.08,1,발전량,10.596,0.442,1.396,0,1.396,0.01,0,0,0,0,0,0.01,0.142,0.437,0.813,1.077,1.255,1.396,1.079,0.979,1.019,0.977,0.778,0.455,0.148,0.03,0,0,0,0
2018.06.09,1,발전량,9.949,0.415,1.33,0,1.33,0.008,0,0,0,0,0,0.01,0.103,0.415,0.753,1.073,1.041,1.33,1.023,1.123,1.12,0.945,0.666,0.287,0.052,0.008,0,0,0,0
2018.06.10,1,발전량,3.975,0.166,0.63,0,0.63,0.001,0,0,0,0,0,0,0.031,0.134,0.395,0.453,0.414,0.452,0.404,0.63,0.395,0.377,0.249,0.041,0.001,0,0,0,0,0
2018.06.11,1,발전량,2.133,0.089,0.411,0,0.411,0.001,0,0,0,0,0,0,0.009,0.019,0.149,0.125,0.271,0.411,0.327,0.154,0.125,0.21,0.122,0.11,0.1,0.001,0,0,0,0
2018.06.12,1,발전량,5.717,0.238,0.82,0,0.82,0.028,0,0,0,0,0,0,0.028,0.117,0.161,0.285,0.629,0.714,0.52,0.757,0.476,0.768,0.82,0.328,0.078,0.036,0,0,0,0
2018.06.13,1,발전량,6.407,0.267,1.233,0,1.233,0.051,0,0,0,0,0,0,0.051,0.1,0.197,0.455,0.61,0.54,0.718,0.903,1.233,0.724,0.43,0.352,0.092,0,0,0,0,0
2018.06.14,1,발전량,4.487,0.187,0.799,0,0.799,0.004,0,0,0,0,0,0,0.004,0.073,0.157,0.484,0.799,0.401,0.326,0.546,0.593,0.342,0.322,0.219,0.207,0.014,0,0,0,0
2018.06.15,1,발전량,9.052,0.377,1.306,0,1.306,0.002,0,0,0,0,0,0.002,0.129,0.302,0.336,0.707,0.859,0.829,1.139,1.004,1.306,1.089,0.733,0.458,0.148,0.012,0,0,0,0
2018.06.16,1,발전량,10.47,0.436,1.47,0,1.47,0.005,0,0,0,0,0,0.005,0.124,0.323,0.336,0.544,1.013,1.464,1.47,1.432,1.307,1.128,0.685,0.499,0.135,0.006,0,0,0,0
2018.06.17,1,발전량,7.913,0.33,1.106,0,1.106,0.005,0,0,0,0,0,0.005,0.146,0.464,0.678,0.696,0.758,0.64,1.022,1.106,0.844,0.541,0.612,0.263,0.116,0.021,0,0,0,0
2018.06.18,1,발전량,10.397,0.433,1.414,0,1.414,0.012,0,0,0,0,0,0,0.096,0.369,0.646,0.762,0.853,1.137,1.407,1.414,1.105,1.102,0.847,0.499,0.148,0.012,0,0,0,0
2018.06.19,1,발전량,2.928,0.122,0.502,0,0.502,0.004,0,0,0,0,0,0.004,0.092,0.382,0.47,0.462,0.317,0.502,0.359,0.34,0,0,0,0,0,0,0,0,0,0
2018.06.20,1,발전량,8.916,0.372,1.426,0,1.426,0.049,0,0,0,0,0,0,0,0,0,0,0.778,1.374,1.405,1.426,1.201,1.158,0.837,0.504,0.186,0.049,0,0,0,0
2018.06.21,1,발전량,11.673,0.486,1.474,0,1.474,0.003,0,0,0,0,0,0.003,0.106,0.437,0.82,1.115,1.321,1.462,1.474,1.283,1.211,1.03,0.766,0.478,0.152,0.016,0,0,0,0
2018.06.22,1,발전량,10.726,0.447,1.406,0,1.406,0.004,0,0,0,0,0,0.004,0.109,0.442,0.798,1.072,1.264,1.373,1.406,1.32,1.128,0.852,0.529,0.312,0.105,0.012,0,0,0,0
2018.06.23,1,발전량,7.618,0.317,1.266,0,1.266,0.012,0,0,0,0,0,0,0.014,0.109,0.122,0.501,0.581,0.745,0.676,1.266,1.056,1.121,0.801,0.467,0.146,0.012,0,0,0,0
2018.06.24,1,발전량,11.533,0.481,1.447,0,1.447,0.004,0,0,0,0,0,0.004,0.107,0.402,0.747,1.05,1.26,1.385,1.447,1.411,1.281,1.074,0.77,0.434,0.145,0.014,0,0,0,0
2018.06.25,1,발전량,8.414,0.351,1.138,0,1.138,0.019,0,0,0,0,0,0,0.081,0.371,0.431,0.845,1.138,1.033,0.685,0.598,1.119,0.856,0.687,0.39,0.162,0.019,0,0,0,0
2018.06.26,1,발전량,0.44,0.018,0.133,0,0.133,0.001,0,0,0,0,0,0,0.014,0.053,0.105,0.133,0.024,0.024,0.02,0.017,0.018,0.034,0.001,0,0,0,0,0,0,0
2018.06.27,1,발전량,8.177,0.341,1.385,0,1.385,0,0,0,0,0,0,0,0,0.099,0.31,0.437,0.507,0.852,1.385,1.146,1.04,1.036,0.791,0.439,0.108,0.027,0,0,0,0
2018.06.28,1,발전량,2.511,0.105,0.464,0,0.464,0,0,0,0,0,0,0,0.003,0.131,0.166,0.033,0.39,0.336,0.464,0.086,0.184,0.375,0.221,0.121,0,0,0,0,0,0
2018.06.29,1,발전량,8.628,0.359,1.084,0,1.084,0.059,0,0,0,0,0,0,0.105,0.141,0.353,0.883,1.023,0.893,0.942,1.084,0.915,0.95,0.76,0.336,0.185,0.059,0,0,0,0
2018.06.30,1,발전량,2.075,0.086,0.39,0,0.39,0.011,0,0,0,0,0,0,0,0.011,0.146,0.216,0.39,0.381,0.27,0.141,0.203,0.179,0.105,0.019,0.012,0,0,0,0,0
2018.07.01,1,발전량,0.816,0.034,0.169,0,0.169,0.001,0,0,0,0,0,0,0.021,0.001,0.023,0.007,0.05,0.094,0.062,0.107,0.08,0.127,0.169,0.059,0.007,0.008,0,0,0,0
2018.07.02,1,발전량,1.323,0.055,0.355,0,0.355,0,0,0,0,0,0,0,0,0,0.012,0.042,0.355,0.291,0.237,0.1,0.041,0.038,0.094,0.049,0.063,0,0,0,0,0
2018.07.03,1,발전량,2.774,0.116,0.567,0,0.567,0.021,0,0,0,0,0,0,0.021,0.129,0.341,0.567,0.463,0.45,0.247,0.253,0.301,0,0,0,0,0,0,0,0,0
2018.07.04,1,발전량,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.07.05,1,발전량,1.887,0.079,0.456,0,0.456,0.001,0,0,0,0,0,0,0,0,0,0,0.004,0.175,0.182,0.284,0.395,0.456,0.287,0.093,0.011,0.001,0,0,0,0
2018.07.06,1,발전량,3.896,0.162,0.445,0,0.445,0,0,0,0,0,0,0,0.04,0.113,0.275,0.349,0.438,0.339,0.445,0.427,0.278,0.385,0.425,0.279,0.093,0.01,0,0,0,0
2018.07.07,1,발전량,7.418,0.309,0.917,0,0.917,0.001,0,0,0,0,0,0.001,0.06,0.293,0.544,0.759,0.617,0.696,0.917,0.819,0.873,0.827,0.596,0.294,0.117,0.005,0,0,0,0
2018.07.08,1,발전량,4.979,0.207,0.697,0,0.697,0.001,0,0,0,0,0,0,0.055,0.168,0.329,0.519,0.697,0.555,0.559,0.569,0.518,0.425,0.365,0.166,0.053,0.001,0,0,0,0
2018.07.09,1,발전량,0.857,0.036,0.118,0,0.118,0.015,0,0,0,0,0,0,0.016,0.032,0.034,0.118,0.116,0.093,0.099,0.077,0.072,0.052,0.09,0.042,0.015,0,0,0,0,0
2018.07.10,1,발전량,3.296,0.137,0.465,0,0.465,0.007,0,0,0,0,0,0,0.007,0.062,0.147,0.226,0.345,0.336,0.415,0.465,0.384,0.393,0.312,0.183,0.021,0,0,0,0,0
2018.07.11,1,발전량,5.131,0.214,0.854,0,0.854,0.007,0,0,0,0,0,0,0.026,0.108,0.333,0.262,0.444,0.541,0.601,0.737,0.854,0.718,0.296,0.142,0.063,0.007,0,0,0,0
2018.07.12,1,발전량,5.392,0.225,0.815,0,0.815,0,0,0,0,0,0,0,0.066,0.279,0.407,0.472,0.815,0.72,0.656,0.542,0.482,0.362,0.307,0.194,0.08,0.01,0,0,0,0
2018.07.13,1,발전량,5.713,0.238,0.882,0,0.882,0.002,0,0,0,0,0,0,0.027,0.13,0.248,0.4,0.743,0.882,0.642,0.614,0.764,0.527,0.482,0.188,0.065,0.002,0,0,0,0
2018.07.14,1,발전량,6.914,0.288,0.845,0,0.845,0.001,0,0,0,0,0,0,0.047,0.239,0.453,0.63,0.746,0.816,0.845,0.829,0.771,0.654,0.514,0.299,0.07,0.001,0,0,0,0
2018.07.15,1,발전량,6.97,0.29,0.875,0,0.875,0.001,0,0,0,0,0,0,0.036,0.229,0.45,0.624,0.753,0.83,0.846,0.875,0.785,0.669,0.513,0.288,0.071,0.001,0,0,0,0
2018.07.16,1,발전량,5.718,0.238,0.748,0,0.748,0.004,0,0,0,0,0,0,0.04,0.225,0.443,0.612,0.748,0.738,0.423,0.661,0.613,0.467,0.395,0.273,0.077,0.004,0,0,0,0
2018.07.17,1,발전량,5.781,0.241,0.822,0,0.822,0.004,0,0,0,0,0,0,0.045,0.215,0.426,0.611,0.624,0.778,0.822,0.629,0.452,0.351,0.486,0.266,0.072,0.004,0,0,0,0
2018.07.18,1,발전량,5.425,0.226,0.747,0,0.747,0.004,0,0,0,0,0,0,0.041,0.22,0.423,0.595,0.747,0.706,0.456,0.605,0.41,0.469,0.422,0.249,0.077,0.004,0,0,0,0
2018.07.19,1,발전량,5.741,0.239,0.649,0,0.649,0.004,0,0,0,0,0,0,0.044,0.215,0.433,0.6,0.6,0.595,0.511,0.648,0.571,0.649,0.501,0.294,0.076,0.004,0,0,0,0
2018.07.20,1,발전량,5.945,0.248,0.773,0,0.773,0.005,0,0,0,0,0,0,0.044,0.21,0.422,0.598,0.73,0.773,0.748,0.695,0.628,0.521,0.276,0.209,0.085,0.005,0,0,0,0
2018.07.21,1,발전량,6.03,0.251,0.71,0,0.71,0.003,0,0,0,0,0,0,0.043,0.203,0.409,0.583,0.71,0.686,0.617,0.707,0.71,0.608,0.437,0.245,0.069,0.003,0,0,0,0
2018.07.22,1,발전량,6.056,0.252,0.79,0,0.79,0.008,0,0,0,0,0,0,0.038,0.204,0.417,0.574,0.674,0.658,0.79,0.644,0.653,0.58,0.467,0.27,0.077,0.008,0,0,0,0
2018.07.23,1,발전량,5.151,0.215,0.678,0,0.678,0.01,0,0,0,0,0,0,0.052,0.21,0.413,0.569,0.678,0.473,0.661,0.516,0.458,0.403,0.347,0.249,0.113,0.01,0,0,0,0
2018.07.24,1,발전량,6.098,0.254,0.802,0,0.802,0.001,0,0,0,0,0,0,0.036,0.203,0.414,0.592,0.706,0.53,0.583,0.802,0.747,0.642,0.491,0.288,0.062,0.001,0,0,0,0
2018.07.25,1,발전량,5.086,0.212,0.738,0,0.738,0.003,0,0,0,0,0,0,0.037,0.197,0.333,0.359,0.651,0.62,0.414,0.583,0.738,0.483,0.467,0.157,0.047,0.003,0,0,0,0
2018.07.26,1,발전량,6.951,0.29,0.93,0,0.93,0.004,0,0,0,0,0,0,0.032,0.197,0.408,0.585,0.699,0.804,0.786,0.762,0.93,0.847,0.416,0.376,0.105,0.004,0,0,0,0
2018.07.27,1,발전량,7.151,0.298,0.826,0,0.826,0.012,0,0,0,0,0,0,0.051,0.276,0.582,0.823,0.771,0.676,0.826,0.731,0.765,0.63,0.518,0.379,0.111,0.012,0,0,0,0
2018.07.28,1,발전량,5.252,0.219,0.847,0,0.847,0.02,0,0,0,0,0,0,0.02,0.186,0.325,0.453,0.416,0.516,0.622,0.756,0.847,0.506,0.305,0.262,0.04,0,0,0,0,0
2018.07.29,1,발전량,8.5,0.354,1.14,0,1.14,0.001,0,0,0,0,0,0,0.029,0.286,0.401,0.864,0.869,1.14,0.918,1.117,0.927,0.988,0.467,0.442,0.051,0.001,0,0,0,0
2018.07.30,1,발전량,7.887,0.329,1.13,0,1.13,0.002,0,0,0,0,0,0,0.046,0.121,0.292,0.501,0.948,0.83,1.104,0.982,1.13,0.825,0.708,0.24,0.16,0.002,0,0,0,0
2018.07.31,1,발전량,9.463,0.394,1.194,0,1.194,0.001,0,0,0,0,0,0,0.032,0.281,0.604,0.865,1.047,1.153,1.194,1.154,1.05,0.898,0.737,0.357,0.091,0.001,0,0,0,0
2018.08.01,1,발전량,9.435,0.393,1.182,0,1.182,0.001,0,0,0,0,0,0,0.036,0.285,0.604,0.859,1.034,1.139,1.182,1.153,1.056,0.906,0.694,0.395,0.089,0.001,0,0,0,0
2018.08.02,1,발전량,9.323,0.388,1.167,0,1.167,0.003,0,0,0,0,0,0,0.032,0.28,0.601,0.858,1.032,1.134,1.167,1.136,1.044,0.889,0.674,0.381,0.093,0.003,0,0,0,0
2018.08.03,1,발전량,7.709,0.321,1.152,0,1.152,0.002,0,0,0,0,0,0,0.011,0,0,0.209,1.004,1.111,1.152,1.132,1.05,0.899,0.668,0.382,0.089,0.002,0,0,0,0
2018.08.04,1,발전량,7.628,0.318,1.094,0,1.094,0.002,0,0,0,0,0,0,0.041,0.257,0.569,0.832,0.879,1.094,0.786,1.005,0.827,0.667,0.247,0.338,0.083,0.002,0,0,0,0
2018.08.05,1,발전량,5.919,0.247,0.857,0,0.857,0,0,0,0,0,0,0,0.038,0.293,0.493,0.515,0.857,0.692,0.839,0.734,0.464,0.529,0.246,0.152,0.069,0,0,0,0,0
2018.08.06,1,발전량,4.632,0.193,0.734,0,0.734,0.001,0,0,0,0,0,0,0.002,0.107,0.356,0.52,0.465,0.402,0.585,0.64,0.734,0.251,0.121,0.342,0.105,0.001,0,0,0,0
2018.08.07,1,발전량,6.829,0.285,0.925,0,0.925,0.009,0,0,0,0,0,0,0.039,0.161,0.392,0.53,0.538,0.619,0.55,0.905,0.901,0.925,0.747,0.42,0.093,0.009,0,0,0,0
2018.08.08,1,발전량,8.206,0.342,1.141,0,1.141,0.003,0,0,0,0,0,0,0.052,0.289,0.597,0.913,0.927,0.791,0.766,1.083,1.141,0.691,0.482,0.392,0.08,0.003,0,0,0,0
2018.08.09,1,발전량,5.693,0.237,0.737,0,0.737,0.041,0,0,0,0,0,0,0.041,0.222,0.504,0.737,0.59,0.334,0.404,0.629,0.588,0.626,0.689,0.252,0.077,0,0,0,0,0
2018.08.10,1,발전량,5.022,0.209,0.956,0,0.956,0.003,0,0,0,0,0,0,0.003,0.033,0.141,0.351,0.199,0.209,0.956,0.789,0.886,0.814,0.433,0.201,0.006,0,0,0,0,0
2018.08.11,1,발전량,4.953,0.206,0.664,0,0.664,0.003,0,0,0,0,0,0,0.054,0.209,0.318,0.326,0.284,0.664,0.568,0.329,0.605,0.498,0.584,0.417,0.093,0.003,0,0,0,0
2018.08.12,1,발전량,5.171,0.215,0.896,0,0.896,0.001,0,0,0,0,0,0,0,0.052,0.119,0.211,0.459,0.52,0.71,0.719,0.896,0.581,0.551,0.288,0.064,0.001,0,0,0,0
2018.08.13,1,발전량,8.915,0.371,1.271,0,1.271,0,0,0,0,0,0,0,0.026,0.226,0.576,0.744,0.511,1.057,1.271,1.224,1.173,1.007,0.651,0.364,0.084,0,0,0,0,0
2018.08.14,1,발전량,9.651,0.402,1.189,0,1.189,0.001,0,0,0,0,0,0,0.028,0.269,0.603,0.836,1.171,1.188,1.075,1.077,1.189,1.007,0.74,0.398,0.068,0.001,0,0,0,0
2018.08.15,1,발전량,10.11,0.421,1.315,0,1.315,0.003,0,0,0,0,0,0,0.021,0.277,0.562,0.942,1.158,1.266,1.314,1.315,1.177,0.881,0.708,0.418,0.069,0.003,0,0,0,0
2018.08.16,1,발전량,6.498,0.271,0.897,0,0.897,0.027,0,0,0,0,0,0,0.027,0.365,0.531,0.593,0.531,0.64,0.441,0.814,0.489,0.897,0.792,0.332,0.046,0,0,0,0,0
2018.08.17,1,발전량,8.058,0.336,1.05,0,1.05,0.001,0,0,0,0,0,0,0.028,0.306,0.596,0.626,1.05,0.98,0.888,0.883,1.034,0.748,0.49,0.33,0.098,0.001,0,0,0,0
2018.08.18,1,발전량,9.669,0.403,1.251,0,1.251,0.001,0,0,0,0,0,0,0.035,0.252,0.63,1.048,1.113,0.884,1.187,1.251,1.205,1.007,0.666,0.277,0.114,0.001,0,0,0,0
2018.08.19,1,발전량,9.46,0.394,1.258,0,1.258,0.033,0,0,0,0,0,0,0.033,0.316,0.695,0.876,1.173,0.963,1.095,1.258,1.13,1.027,0.508,0.312,0.074,0,0,0,0,0
2018.08.20,1,발전량,9.464,0.394,1.226,0,1.226,0.032,0,0,0,0,0,0,0.032,0.281,0.636,0.84,1.098,1.082,1.226,1.073,1.218,0.879,0.603,0.411,0.085,0,0,0,0,0
2018.08.21,1,발전량,8.319,0.347,1.124,0,1.124,0.002,0,0,0,0,0,0,0.074,0.293,0.503,0.702,1.124,1.039,1.089,1.118,0.818,0.816,0.427,0.241,0.074,0.002,0,0,0,0
2018.08.22,1,발전량,7.471,0.311,1.178,0,1.178,0.026,0,0,0,0,0,0,0.026,0.122,0.422,0.547,0.905,1.02,1.178,1.061,1.124,0.343,0.5,0.184,0.04,0,0,0,0,0
2018.08.23,1,발전량,3.589,0.15,0.587,0,0.587,0.008,0,0,0,0,0,0,0,0.034,0.114,0.321,0.524,0.461,0.491,0.529,0.587,0.402,0.118,0.008,0,0,0,0,0,0
2018.08.24,1,발전량,0.696,0.029,0.174,0,0.174,0.01,0,0,0,0,0,0,0,0,0.023,0.029,0.065,0.069,0.112,0.174,0.037,0.042,0.078,0.056,0.01,0,0,0,0,0
2018.08.25,1,발전량,6.033,0.251,0.899,0,0.899,0.029,0,0,0,0,0,0,0.032,0.283,0.537,0.882,0.686,0.668,0.899,0.622,0.53,0.413,0.327,0.124,0.029,0,0,0,0,0
2018.08.26,1,발전량,1.96,0.082,0.341,0,0.341,0.003,0,0,0,0,0,0,0.004,0.081,0.267,0.341,0.177,0.29,0.133,0.235,0.099,0.236,0.095,0.003,0,0,0,0,0,0
2018.08.27,1,발전량,1.221,0.051,0.311,0,0.311,0,0,0,0,0,0,0,0,0,0.003,0.027,0.071,0.219,0.311,0.236,0.165,0.081,0.057,0.04,0.012,0,0,0,0,0
2018.08.28,1,발전량,1.356,0.057,0.358,0,0.358,0.041,0,0,0,0,0,0,0,0,0,0.054,0.093,0.101,0.084,0.083,0.358,0.212,0.162,0.169,0.041,0,0,0,0,0
2018.08.29,1,발전량,5.925,0.247,0.982,0,0.982,0.001,0,0,0,0,0,0,0.001,0.048,0.246,0.538,0.726,0.756,0.982,0.747,0.712,0.528,0.518,0.091,0.032,0,0,0,0,0
2018.08.30,1,발전량,3.479,0.145,1.073,0,1.073,0.004,0,0,0,0,0,0,0.006,0.085,0.18,0.229,0.419,0.325,0.575,1.073,0.427,0.03,0.035,0.091,0.004,0,0,0,0,0
2018.08.31,1,발전량,1.508,0.063,0.398,0,0.398,0.006,0,0,0,0,0,0,0,0.006,0.086,0.071,0.093,0.139,0.398,0.325,0,0.069,0.03,0.25,0.041,0,0,0,0,0
2018.09.01,1,발전량,1.455,0.061,0.685,0,0.685,0.018,0,0,0,0,0,0,0.018,0.232,0.685,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.09.02,1,발전량,0.623,0.026,0.226,0,0.226,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.226,0.143,0.12,0.038,0,0,0,0,0,0
2018.09.03,1,발전량,0.631,0.026,0.139,0,0.139,0.002,0,0,0,0,0,0,0,0,0.027,0.06,0.079,0.139,0.098,0.079,0.091,0.034,0.021,0.002,0,0,0,0,0,0
2018.09.04,1,발전량,7.866,0.328,1.203,0,1.203,0.008,0,0,0,0,0,0,0,0.053,0.408,0.834,0.647,0.981,1.203,1.116,0.935,0.935,0.571,0.174,0.008,0,0,0,0,0
2018.09.05,1,발전량,7.642,0.318,1.124,0,1.124,0.014,0,0,0,0,0,0,0.014,0.241,0.578,0.562,0.829,1.124,0.8,0.983,0.797,0.792,0.627,0.275,0.02,0,0,0,0,0
2018.09.06,1,발전량,4.518,0.188,0.609,0,0.609,0.004,0,0,0,0,0,0,0.024,0.18,0.609,0.578,0.472,0.573,0.496,0.435,0.476,0.333,0.258,0.08,0.004,0,0,0,0,0
2018.09.07,1,발전량,4.456,0.186,0.689,0,0.689,0.009,0,0,0,0,0,0,0.009,0.063,0.169,0.592,0.689,0.445,0.599,0.422,0.536,0.415,0.326,0.18,0.012,0,0,0,0,0
2018.09.08,1,발전량,8.831,0.368,1.266,0,1.266,0.007,0,0,0,0,0,0,0.007,0.159,0.556,0.847,1.088,1.266,0.752,1.102,1.025,1.01,0.703,0.293,0.023,0,0,0,0,0
2018.09.09,1,발전량,10.256,0.427,1.409,0,1.409,0.006,0,0,0,0,0,0,0.013,0.28,0.694,1.022,1.239,1.361,1.409,1.368,1.243,0.676,0.765,0.18,0.006,0,0,0,0,0
2018.09.10,1,발전량,9.351,0.39,1.332,0,1.332,0.013,0,0,0,0,0,0,0.013,0.259,0.581,0.914,1.055,1.332,1.21,0.897,0.99,1.091,0.71,0.285,0.014,0,0,0,0,0
2018.09.11,1,발전량,7.606,0.317,1.185,0,1.185,0.009,0,0,0,0,0,0,0.009,0.286,0.609,0.945,0.913,0.958,1.185,0.926,0.794,0.514,0.291,0.163,0.014,0,0,0,0,0
2018.09.12,1,발전량,7.657,0.319,1.051,0,1.051,0.014,0,0,0,0,0,0,0.027,0.204,0.65,1.049,1.051,0.521,0.622,0.75,1.024,0.959,0.638,0.148,0.014,0,0,0,0,0
